Timestamp,Wogegen sind Sie geimpft?,"Falls Sie nicht geimpft sind, weshalb nicht?",Sind Sie z.B. aufgrund von Immunsuppressiva auf eine hohe Immunität innerhalb der Bevölkerung angewiesen?,"Ich würde mich gegen Krankheiten mit hohem Infektionsrisiko, jedoch leichten Symptomen impfen lassen.","Ich würde mich gegen Krankheiten mit niedrigem Infektionsrisiko, jedoch schweren Symptomen impfen lassen.",Vor einer Impfung achte ich auf ihre Wirksamkeit.,Vor einer Impfung achte ich auf Empfehlungen meiner Ärztin bzw. meines Arztes.,Vor einer Impfung achte ich auf Empfehlungen des Gesundheitsamtes oder der Impfkommission.,"Für mich ist eine Impfung wirksam, wenn sie mein Infektionsrisiko senkt.","Für mich ist eine Impfung wirksam, wenn sie die Weitergabe des Krankheitserregers verhindert.","Für mich ist eine Impfung wirksam, wenn sie im Falle einer Infektion meine Symptome mildert.",Kurzzeitige leichte Nebenwirkungen wie Müdigkeit oder Schwindel würde ich in Kauf nehmen.,Kurzzeitige schwere Nebenwirkungen wie hohes Fieber würde ich in Kauf nehmen.,Länger andauernde Nebenwirkungen wie Müdigkeit würde ich in Kauf nehmen.,Wie viele Covid-19-Impfdosen haben Sie bereits erhalten?,"Wenn ja, wann haben Sie sich impfen lassen?","Wenn ja, aus welchem Grund haben Sie sich impfen lassen?","Sind generelle Hygienemaßnahmen (Sicherheitsabstände, Hände waschen, Lüften, persönliche Schutzmaßnahmen) Ihrer Ansicht nach bereits ausreichend wirksam?","Sind Covid-19-Maßnahmen der Regierung (Einschränkungen für Gastronomie, Veranstaltungen, Home Office) Ihrer Ansicht nach wirksam?",In welchen Bereichen vertrauen Sie der Covid-19-Impfung?,In welchen Bereichen vertrauen Sie der Covid-19-Impfung nicht?,Geschlecht,Alter,Was ist Ihre höchste abgeschlossene Schulbildung?,Welchen Beruf üben Sie aus?,Sind Sie im Gesundheitsbereich tätig?,"Wenn ja, welchen Beruf üben Sie genau aus?"
14/04/2022 23:15:26,"Polio, Tetanus, Hepatitis, Grippe, Covid-19",,Nein,4,5,5,5,5,5,4,5,5,2,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,5,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,64,Matura (AHS/BHS/Abendmatura),Selbstständig,Nein,
14/04/2022 23:20:14,"Masern-Mumps-Röteln, Polio, Grippe, Covid-19",,Ja,4,5,3,5,4,5,4,5,5,4,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,2,Symptome im Falle einer Ansteckung,Keine der genannten,weiblich,52,Hochschule/Universität,Angestellte/r,Nein,
14/04/2022 23:20:52,"Masern-Mumps-Röteln, Polio, Tetanus",,Nein,1,2,5,3,1,4,5,4,4,3,1,keine,,,4,1,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",männlich,52,Hochschule/Universität,Leitende/r Angestellte/r,Nein,Qualitätsmanagement
14/04/2022 23:45:31,"Polio, Tetanus, FSME/Zeckenschutzimpfung, Covid-19",,Nein,4,5,3,3,5,4,4,5,5,5,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,4,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,64,Hochschule/Universität,Derzeit nicht erwerbstätig,Nein,
14/04/2022 23:56:54,"Masern-Mumps-Röteln, Polio, Tetanus, Covid-19",,Nein,5,5,3,5,4,5,5,5,5,5,5,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Um einfacher reisen zu können",1,3,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,männlich,62,Lehre,Derzeit nicht erwerbstätig,Nein,
15/04/2022 05:46:49,"Masern-Mumps-Röteln, Polio, Tetanus, FSME/Zeckenschutzimpfung",Aus Angst vor Nebenwirkungen,Ja,3,5,5,2,2,5,5,5,2,1,1,keine,,,5,1,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,53,Lehre,Angestellte/r,Nein,
15/04/2022 06:27:30,"Masern-Mumps-Röteln, Tetanus, FSME/Zeckenschutzimpfung, Covid-19",,Nein,5,3,4,5,5,4,5,5,1,1,1,3,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren","Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,5,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)","Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,58,Berufsbildende Mittlere Schule (Fach-/Handelsschule),Angestellte/r,Nein,Dienstleistungsbetrieb
15/04/2022 07:24:58,"Tetanus, FSME/Zeckenschutzimpfung, Covid-19",,Nein,2,4,4,5,1,5,3,2,3,2,1,2,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren","Aufgrund der 2G/3G-Pflicht in Gastronomie und Handel, Um einfacher reisen zu können",3,1,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,58,Hochschule/Universität,Selbstständig,Nein,Ziviltechnikerin
15/04/2022 07:37:20,"FSME/Zeckenschutzimpfung, Covid-19, Ich weiß es nicht/Ich bin mir nicht sicher",,Nein,2,4,5,4,5,3,4,5,5,4,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Um einfacher reisen zu können",1,5,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,Div,49,Hochschule/Universität,Angestellte/r,Nein,Geschäftsführung
15/04/2022 07:39:15,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,3,4,4,5,5,5,5,5,2,mehr als 3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,5,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,55,Matura (AHS/BHS/Abendmatura),Leitende/r Angestellte/r,Ja,Pflegefachfrau /Leitungsposition
15/04/2022 07:39:56,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,5,5,5,3,3,5,5,5,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,2,Symptome im Falle einer Ansteckung,Verhinderung einer Ansteckung,weiblich,57,Hochschule/Universität,Angestellte/r,Nein,Contentmanagerin werbeagentur
15/04/2022 07:49:09,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,3,3,4,5,5,5,5,4,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,2,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung",Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität),weiblich,60,Hochschule/Universität,Angestellte/r,Nein,Öffentlicher Dienst
15/04/2022 07:58:22,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,5,4,5,5,5,5,5,3,1,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",5,4,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,58,Hochschule/Universität,Angestellte/r,Nein,sozialpartnerbereich
15/04/2022 08:10:26,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,2,5,5,4,4,5,4,5,5,5,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,5,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,41,Hochschule/Universität,Angestellte/r,Nein,VS Lehrerin
15/04/2022 08:27:47,"Masern-Mumps-Röteln, Polio, Tetanus, FSME/Zeckenschutzimpfung, Covid-19",,Nein,4,4,4,4,4,5,5,5,5,5,4,3,"Nach ein paar Wochen, aber aus dem Bekannten- und Familienkreis war ich der/die Erste",Um besonders gefährdete Menschen zu schützen (Herdenimmunität),4,5,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,männlich,42,Hochschule/Universität,Selbstständig,Nein,
15/04/2022 08:47:00,"Polio, Tetanus, Hepatitis, Covid-19",,Nein,3,5,4,5,5,5,5,5,5,4,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,4,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,männlich,59,Matura (AHS/BHS/Abendmatura),Leitende/r Angestellte/r,Nein,Teamleiter in IT Unternehmen 
15/04/2022 08:51:11,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,4,5,3,5,5,5,5,5,5,5,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,4,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,56,Hochschule/Universität,Leitende/r Angestellte/r,Ja,DGKP
15/04/2022 09:52:47,"Polio, Tetanus, FSME/Zeckenschutzimpfung, Covid-19",,Nein,1,3,4,5,3,3,3,4,4,2,1,3,,Um einfacher reisen zu können,3,5,Keine der genannten,Keine der genannten,weiblich,63,Hochschule/Universität,Angestellte/r,Nein,Lehrerin 
15/04/2022 10:12:33,"Masern-Mumps-Röteln, Polio, Tetanus, Covid-19",,Nein,1,3,4,5,1,4,2,4,3,2,1,3,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren","Aufgrund der 2G/3G-Pflicht in Gastronomie und Handel, Um einfacher reisen zu können",4,1,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",männlich,46,Matura (AHS/BHS/Abendmatura),Selbstständig,Nein,Kommunikationsfachmann
15/04/2022 10:16:08,"Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,4,5,4,5,4,4,5,4,4,3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,3,3,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,männlich,63,Hochschule/Universität,Leitende/r Angestellte/r,Ja,Fa f. Anästhesie & Intensivmedizin
15/04/2022 10:20:02,Ich weiß es nicht/Ich bin mir nicht sicher,Ich bin Impfungen gegenüber generell vorsichtig eingestellt,Nein,1,1,5,3,1,1,2,2,1,1,1,keine,,,4,1,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",männlich,55,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,
15/04/2022 10:21:41,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,4,2,4,2,4,5,5,5,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,4,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,männlich,332,Hochschule/Universität,Angestellte/r,Nein,
15/04/2022 10:22:45,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,3,5,3,4,3,3,3,4,4,3,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Um einfacher reisen zu können",3,4,Symptome im Falle einer Ansteckung,Verhinderung einer Ansteckung,männlich,42,Hochschule/Universität,Selbstständig,Nein,
15/04/2022 10:26:08,"Polio, Tetanus, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,4,5,5,5,4,5,3,5,5,5,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,4,Symptome im Falle einer Ansteckung,Keine der genannten,weiblich,60,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,Projektmitarbeiterin
15/04/2022 10:28:54,"Tetanus, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,2,4,4,5,5,5,5,4,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,5,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,50,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,Scrum Master
15/04/2022 10:30:10,"Masern-Mumps-Röteln, Polio, Tetanus, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,4,5,3,5,3,5,4,4,5,4,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,4,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",männlich,48,Hochschule/Universität,Angestellte/r,Nein,
15/04/2022 10:45:13,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,3,5,5,5,5,4,5,4,5,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,2,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,42,Hochschule/Universität,Selbstständig,Nein,
15/04/2022 10:49:20,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,4,5,5,5,4,5,5,3,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,5,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,männlich,46,Hochschule/Universität,Selbstständig,Nein,
15/04/2022 10:50:17,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,4,5,4,4,4,5,5,5,4,4,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,4,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,47,Hochschule/Universität,Angestellte/r,Nein,
15/04/2022 10:50:26,"Masern-Mumps-Röteln, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,4,5,5,5,5,5,5,5,5,4,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,3,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,41,Hochschule/Universität,Angestellte/r,Nein,
15/04/2022 10:50:39,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,2,4,3,5,5,5,5,5,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,2,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,36,Hochschule/Universität,Angestellte/r,Nein,NGO Fundraising 
15/04/2022 10:50:54,"Masern-Mumps-Röteln, Polio, Tetanus, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,5,5,5,5,5,5,5,5,5,mehr als 3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,3,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,47,Hochschule/Universität,Leitende/r Angestellte/r,Ja,Verwaltung Pflege
15/04/2022 10:52:29,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,4,5,5,5,5,5,5,4,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",5,3,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,18,Matura (AHS/BHS/Abendmatura),In Ausbildung (Schule/Lehre/Studium),Nein,
15/04/2022 10:52:32,"Masern-Mumps-Röteln, Polio, Tetanus, FSME/Zeckenschutzimpfung, Covid-19",,Ja,4,1,5,5,5,3,3,5,5,5,4,3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,1,4,Keine der genannten,Keine der genannten,weiblich,48,Hochschule/Universität,Derzeit nicht erwerbstätig,Nein,
15/04/2022 10:52:43,"Masern-Mumps-Röteln, Polio, Tetanus, Covid-19",,Nein,2,5,5,5,5,5,4,5,5,5,3,3,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren",Zu meinem eigenem Schutz,1,2,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,48,Matura (AHS/BHS/Abendmatura),Selbstständig,Nein,
15/04/2022 10:53:13,"Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,3,3,5,5,5,5,5,5,3,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",4,3,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,männlich,40,Hochschule/Universität,Angestellte/r,Nein,AHS-Lehrer
15/04/2022 10:53:47,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,5,5,3,4,1,5,5,5,5,4,3,3,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren","Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,4,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,männlich,56,Lehre,Angestellte/r,Nein,Bankkaufmann 
15/04/2022 10:56:15,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,5,5,5,5,3,5,5,5,5,mehr als 3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,3,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,35,Hochschule/Universität,In Ausbildung (Schule/Lehre/Studium),Nein,
15/04/2022 10:56:45,"Masern-Mumps-Röteln, Polio, Tetanus, Covid-19",,Nein,5,5,2,5,5,2,5,5,5,4,4,3,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren",Zu meinem eigenem Schutz,2,4,Symptome im Falle einer Ansteckung,Verhinderung einer Ansteckung,männlich,63,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,Technischer Berater
15/04/2022 10:56:54,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,3,4,4,3,5,5,5,5,5,5,5,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Aufgrund der 3G-Pflicht am Arbeitsplatz, Aufgrund der 2G/3G-Pflicht in Gastronomie und Handel, Um einfacher reisen zu können",4,4,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",männlich,23,Matura (AHS/BHS/Abendmatura),ArbeiterIn,Nein,
15/04/2022 10:58:20,"Masern-Mumps-Röteln, Polio, FSME/Zeckenschutzimpfung, Covid-19",,Nein,5,5,3,4,4,4,4,4,5,3,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,4,Symptome im Falle einer Ansteckung,Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität),weiblich,47,Hochschule/Universität,Angestellte/r,Nein,Projektmanager
15/04/2022 10:58:30,"Masern-Mumps-Röteln, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",Ich bin Impfungen gegenüber generell vorsichtig eingestellt,Nein,1,3,5,3,3,5,3,1,1,1,1,1,Mit der Einführung von 3G am Arbeitsplatz,Aufgrund der 3G-Pflicht am Arbeitsplatz,4,3,Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität),"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung",weiblich,27,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,Grafikerin
15/04/2022 11:01:39,"Masern-Mumps-Röteln, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,2,4,4,5,5,5,5,5,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,2,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",männlich,43,Hochschule/Universität,Angestellte/r,Nein,Erwachsenenbildung 
15/04/2022 11:02:23,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,3,3,2,5,5,5,5,5,3,mehr als 3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,4,Symptome im Falle einer Ansteckung,Verhinderung einer Ansteckung,männlich,38,Hochschule/Universität,Selbstständig,Nein,
15/04/2022 11:04:05,"Masern-Mumps-Röteln, Polio, Tetanus, Covid-19",,Ja,5,3,4,3,3,5,3,3,5,5,2,3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,2,3,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,61,Hochschule/Universität,Selbstständig,Nein,Lektorin
15/04/2022 11:05:33,"Masern-Mumps-Röteln, Polio, Tetanus, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,3,3,2,5,5,5,5,4,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,4,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,männlich,57,Hochschule/Universität,Angestellte/r,Nein,
15/04/2022 11:05:58,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,5,3,5,5,5,5,5,5,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Aufgrund der 3G-Pflicht am Arbeitsplatz, Aufgrund der 2G/3G-Pflicht in Gastronomie und Handel, Um einfacher reisen zu können",2,5,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,männlich,56,Hochschule/Universität,Angestellte/r,Nein,FH Lektor
15/04/2022 11:07:31,"Masern-Mumps-Röteln, Polio, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,4,5,4,3,4,5,3,5,5,4,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,4,Symptome im Falle einer Ansteckung,Keine der genannten,weiblich,66,Matura (AHS/BHS/Abendmatura),Derzeit nicht erwerbstätig,Nein,
15/04/2022 11:08:30,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,3,5,4,5,5,5,1,5,5,5,1,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,3,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",männlich,35,Hochschule/Universität,Angestellte/r,Nein,
